Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Investigator or Source,href
1960.12.27.a.,1960-12-27,1960,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",,F,27,"Shark brushed past, minor injuries if any", N,,3 m [10'] shark,"Baltimore Sun, 12/28/1960; Sydney Morning Herald 12/28/1960; V.M. Coppleson (1962), p.246; J. Green, p.35",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.27.a -Despo Snow-Christensen.pdf
1960.12.24,1960-12-24,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming,M,25,"FATAL, legs severed ",Y,16h30,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark","D. Davies & J. D'Aubrey; D. Davies, pp. 108-109; T. Wallett; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.24-Sithole.pdf
1960.12.20,1960-12-20,1960,Unprovoked,AUSTRALIA,Queensland,"Colleges Crossing, 54 miles above mouth of the Brisbane River",Fishing,M,33,Left thigh lacerated, N,09h00,"Grey nurse shark, 1m ","Sydney Morning Herald, 12/21/1960; V.M. Coppleson (1962), p.246 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.20-McDougall.pdf
1960.12.01,1960-12-01,1960,Unprovoked,AUSTRALIA,Queensland,"Colledge's Crossing, Brisbane River",Fishing,M,,Bitten & survived,N,,"Bull shark, 1m ","Sunday Mail, 3/27/1994, p.107",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.01-BrisbaneRiver.pdf
1960.11.27,1960-11-27,1960,Unprovoked,AUSTRALIA,Queensland,"Blacks Beach, 9 miles north of Mackay",Swimming,M,41,Right shoulder lacerated, N,14h45,3' shark,"Daily Mercury (Mackay), 11/28/1960 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.27-Bicknell.pdf
1960.11.22,1960-11-22,1960,Provoked,USA,Florida,"Hutchinson Island Beach, Martin County",,F,51,"FATAL, probable drowning & post mortem scavenging",,,Shark involvement prior to death was not confirmed,"News-Tribune (Fort Pierce, FL], 11/27/1960; SAF Case #803",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.22-Sargent.pdf
1960.11.11,1960-11-11,1960,Provoked,AUSTRALIA,Queensland,"Scotts Point, Redcliffe Peninsula",,M,17,"Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT", N,15h00,,"Courier-Mail (Queensland), 11/12/1960; L. Schultz & M. Malin, p.547 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.11-O'Connell.pdf
1960.11.06,1960-11-06,1960,Unprovoked,AUSTRALIA,Western Australia,Hamelin Bay,Fishing,M,24,Scratches on right upper arm, N,,"Wobbegong shark, 1.8 m [6'] ","The West Australian (Perth), 11/7/1960;   V.M. Coppleson (1962), p.252 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.06-Morrissey.pdf
1960.11.00.d,1960-11-01,1960,Provoked,SOUTH AFRICA,Western Cape Province,"5 km from Gordons Bay, False Bay",,,,"No injury to occupants, shark bit 45 cm hole in hull",N,,White shark (tooth fragments recovered from hull of boat),"D. Davies; T. Wallett, p.27-30",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.d-GordonsBay.pdf
1960.11.00.c,1960-11-01,1960,Provoked,NEW GUINEA,Western District,Toro Passage,,M,,Left wrist bitten by netted shark placed in bottom of dinghy PROVOKED INCIDENT, N,,"1.4 m [4'6""] blacktip shark","A.M. Rapson, p.147",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.c-ToroPassage.pdf
1960.11.00.b,1960-11-01,1960,Unprovoked,PAPUA NEW GUINEA,Central Province,Abau Subdistrict,Fishing,M,,"FATAL, severely bitten genitals & thighs ",Y,,,"A. Bleakley; A.M. Rapson, p.150 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.00.b-Fisherman.pdf
1960.10.25,1960-10-25,1960,Unprovoked,USA,California,"Off Point Mugu, Ventura County",,M,36,"No injury, shark hit his foot & circled",N,14h00,,"US Naval Aviation Safety Center; L. Schultz & M. Malin, p.562",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.25-Scheer.pdf
1960.10.24,1960-10-24,1960,Provoked,SOUTH AFRICA,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",Fishing,,,"No injury to occupants, shark rammed & bit  boat",N,,"White shark, 3.7 m to 4.6 m [12' to 15'] "," D. Davies, p.185; Natal Daily News, 10/25/1960; Natal Witness, 10/26/1960",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.24-JacobsBayfishermen.pdf
1960.10.02,1960-10-01,1960,Provoked,AUSTRALIA,New South Wales,North Head,Fishing,M,24,"Swept off rocks & presumed to have drowned, shark seen in area",,,Shark involvement not confirmed,"Letter from L. Schultz to G. P. Whitley, dated 2/24/1961",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.02-NV-Hooper.pdf
1960.10.00.e,1960-10-01,1960,Unprovoked,PAPUA NEW GUINEA,New Britain,"East Nakanai, Talasea",,M,26,Injuries to leg & foot, N,,,"A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.e-Talasea.pdf
1960.10.00.d,1960-10-01,1960,Unprovoked,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),,,M,,"Sharks attacked sailors in the water, several survivors picked up",Y,,,"V.M. Coppleson (1962), p.260",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.d-El-Gamil.pdf
1960.10.00.c,1960-10-01,1960,Provoked,USA,Florida,Haulover Inlet,Diving,M,,"Apparently went missing while diving. Helicopter searching for him spotted school of sharks attacking a ""white object"" 15' below the surface",,,Questionable incident,"Miami Herald, 10/18/1960",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.c-Wilson.pdf
1960.10.00.b,1960-10-01,1960,Provoked,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,,,"Shark rammed boat, breaching its hull",N,,"White shark, 18 mm tooth fragment  recovered from the hull",T. Wallett,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.b-Gordon'sBayBoat.pdf
1960.10.00.a,1960-10-01,1960,Provoked,JOHNSTON ISLAND,,,Diving,M,37,"No injury, shark made threat display",,12h00 to 14h00,Invalid,R. McAllister; SAF ISAF Case #958,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.00.a-McAllister.pdf
1960.09.24,1960-09-24,1960,Provoked,USA,South Carolina,"Atlantic Beach, Horry County",Fishing,M,,"Multiple superficial lacerations of leg, arm & hand PROVOKED INCIDENT",N,,"2.4 m [8'], 600-lb shark","News (Lancaster, SC), 10/3/1960; H.D. Baldridge, p.142",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.24-Gore.pdf
1960.09.22,1960-09-22,1960,Unprovoked,PACIFIC OCEAN,180 miles southeast of Okinawa,,,M,,One body sighted but not recovered due to shark activity,N,,,"US Naval Aviation Safety Center; L. Schultz & M. Malin, p.562",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.22-R5Daircraft.pdf
1960.09.18,1960-09-18,1960,Provoked,AUSTRALIA,Western Australia,Frenchman Bay,,,,"No injury to occupants, toothmarks on bottom & side of dinghy",N,,3.7 m [12'] shark,P.W. Gilbert,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.18-Dinghy.pdf
1960.09.02,1960-09-02,1960,Provoked,MARSHALL ISLANDS,Eniwetok Atoll,Lagoon along Sand Island,Diving,M,,"No injury, shark made a threat display",,12h00,Invalid,E.S. Hobson; SAF ISAF Case #955,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.02-E.S.Hobson.pdf
1960.09.01,1960-09-01,1960,Provoked,MARSHALL ISLANDS,Eniwetok Atoll,Parry Island,Diving,M,,"No injury, shark made a threat display",,12h00,Invalid,E.S. Hobson; ISAF Case #954,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.01-Mautin.pdf
1960.08.30,1960-08-30,1960,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",Swimming,M,25,Right leg severely lacerated,N,17h15,,"R. Chung; Dr. Godfrey; V.M. Coppleson (1962), p.249;   R. Skocik, p.172",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.30-Chung.pdf
1960.08.29,1960-08-29,1960,Unprovoked,SENEGAL,Cap-Vert Peninsula,off Dakar,,,,All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies,Y,,,"The Daily Telegram (Colombus, 8/30/1960, p.3",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.29-Senegal.pdf
1960.08.25,1960-08-25,1960,Provoked,USA,Texas,30 miles east of Corpus Christi,,M,,"Partial human remains spotted by helicopter, shark involvement, if any, may have been post-mortum",,,Shark involvement prior to death was not confirmed,"US Naval  Aviation Safety Center; L. Schultz & M. Malin, p.558; SAF Case #1013",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.25-NavalAviator.pdf
1960.08.24,1960-08-24,1960,Unprovoked,USA,Connecticut,"Off Eames Monument, Bridgeport, Fairfield County",Diving,M,38,Superficial laceration of left arm,N,13h35,,M. McMahon,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.24-Trudeau.pdf
1960.08.22.R.,1960-08-22,1960,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,,Diving,M,,Lost left arm,N,,,"The Age, 8/22/1960",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.22.R-Milne-PNG.pdf
1960.08.22,1960-08-22,1960,Unprovoked,USA,New Jersey,"Seaside Park, Ocean County",,M,14,Knee ripped to bone,N,,,"T. Helm, p.250; R. Skocik, p.172",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.22.a-McDonald.pdf
1960.08.21,1960-08-21,1960,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Standing,M,24,"Lower right leg bitten, surgically amputated 10 days later",N,16h00,,"C. G. Samaha, M.D., J. Filoramo;  H. Axelrod; R. Skocik, p.172;",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.21-Brodeur.pdf
1960.08.14,1960-08-14,1960,Provoked,MOZAMBIQUE,Delagoa Bay,Bella Vista,,,,1  survivor,,,Shark involvement not confirmed,"L. Schultz & M. Malin, p.563; SAF Case #760",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.14-NV-Mozambique.pdf
1960.08.10,1960-08-10,1960,Provoked,USA,Florida,Key Largo Sound,,M,15,Right hand bitten by hooked shark PROVOKED INCIDENT,N,20h00,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",D. Mayo; V. Springer,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.10-Henn.pdf
1960.08.04.b,1960-08-04,1960,Provoked,ENGLAND,In the English Channel ,Off the south Devon coast,,M,25,Arm lacerated elbow to wrist PROVOKED INCIDENT,N,,80-lb hooked shark,"Newcastle Morning Herald (NSW, Australia), 8/6/1960; Japan Times, 8/6/1960; H.D. Baldridge, p.15",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.04.b-Capel.pdf
1960.08.04.a,1960-08-04,1960,Unprovoked,USA,Delaware,"Mispillion Light, Delaware Bay",Fishing,M,46,Hand lacerated,N,,2.4 m [8'] shark,"Index (Dover, Delaware), 8/12/1960; V.M. Coppleson (1962), p.249;",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.04.a-Saylor.pdf
1960.08.00,1960-08-01,1960,Unprovoked,USA,South Carolina,Parris Island,Swimming,M,,FATAL,Y,,,"V.M. Coppleson (1962), p.249",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.08.00-marine.pdf
1960.07.27,1960-07-27,1960,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Taupota, Samarai ",Fishing,M,25,"Arm severed, torso severely  lacerated",N,P.M.,,"L.C. Yelland; I.S. Reid; A.M. Rapson, p.150",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.27-Klaso.pdf
1960.07.05,1960-07-05,1960,Unprovoked,USA,Mississippi,Mississippi City,,M,17,Leg bitten,N,,,"V.M. Coppleson (1962), p.249",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.05-Hanson.pdf
1960.07.03,1960-07-03,1960,Provoked,USA,Virginia,Hog Island,Fishing,M,41,Right arm bitten  PROVOKED INCIDENT,N,12h00,"""sand shark""","Times (Salisbury, Maryland), 7/7/1960 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.03-Smith.pdf
1960.07.02.a,1960-07-02,1960,Unprovoked,PAPUA NEW GUINEA,Madang,"Bimat, Bogia",Fishing,M,,Right buttock slashed,N,,,"A.M. Rapson, p.150",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.07.02-Orderly.pdf
1960.06.29,1960-06-29,1960,Provoked,USA,South Carolina,"Little River Beach, Horry County",Fishing,M,,"Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT",N,14h00,7' shark,"C. Creswell, GSAF; Florence Morning News 6/30/1960",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.29-Gray.pdf
1960.06.27.b,1960-06-27,1960,Provoked,NEW ZEALAND,Cook Strait,Tory Channel,Fishing,,,Harpooned shark bit boat PROVOKED INCIDENT,N,,"White shark, 15'2"" ","The Age, 6/28/1960; SAF Case #772",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.27-b-Harpooned-shark.pdf
1960.06.27.a,1960-06-27,1960,Provoked,NORTH SEA,"Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai",Fishing,M,18,Right arm bitten by shark taken onboard in net PROVOKED INCIDENT,N,,"""A small shark""","Edinburg Evening News, 7/6/1960; Dundee Evening Telegraph, 7/6/1960; H.D. Baldridge, p.14; Clark, p.209",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.27.a-Schapper.pdf
1960.06.24,1960-06-24,1960,Unprovoked,USA,Florida,"2 miles east of Dania Beach, Broward County",Diving,M,39,"No injury, shark harrassed diver & attempted to bite his swimfins",N,11h00,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",W.F. Fey,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.24-Fey.pdf
1960.06.07,1960-06-07,1960,Provoked,USA,California,"10 miles off Santa Barbara, Santa Barbara County",,M,unknown,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",,,Shark involvement prior to death was not confirmed,"L.A. Times, 6/10/1960; L. Schultz & M. Malin, p.560; SAF Case #724",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.07-Raytheon.pdf
1960.06.05,1960-06-05,1960,Unprovoked,PHILIPPINES,Corregidor Island,,Diving,M,58,"FATAL, body not recovered",Y,Morning,,"Manila Daily Bulletin 6/6/1960; V.M. Coppleson (1962), p.254 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.05-Mendoza.pdf
1960.06.04,1960-06-04,1960,Unprovoked,USA,Georgia,"North picnic area, Jekyll Island, Glynn County",Swimming,M,24,Lower left leg & foot bitten,N,15h45,,"W. L. Jones, M.D.; SAF Cases # 897 & 1476",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.06.04-Jones.pdf
1960.05.29,1960-05-29,1960,Unprovoked,PANAMA,San Blas Islands,Off Diable Island,Diving,M,27,Face lacerated,N,08h30,,"E. Dawkins, M.D.",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.29-Dawkins.pdf
1960.05.24,1960-05-24,1960,Unprovoked,BERMUDA,Paget,Elbow Beach /  Coral Beach,Diving,M,25,Foot bitten,N,15h00,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered","L.Goiran; S. Waterman; Royal Gazette (Hamilton, Bermuda), 5/25/1960; V.M. Coppleson (1962), p.246; Randall in Sharks & Survival, p.354",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.24-Goiran.pdf
1960.05.19,1960-05-19,1960,Unprovoked,USA,California,"Aptos, Santa Cruz County",Swimming,F,16,"Left leg bitten, surgically amputated below the knee",N,13h00,"White shark, 4 m to 5 m [13' to 16.5'] ","D. Miller & R. Collier; R. Collier, pp.31-32; V.M. Coppleson (1962), p.249; H.D. Baldridge, p.71  ",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.19-Theriot_Collier.pdf
1960.05.16,1960-05-16,1960,Provoked,USA,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",,,,"No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT",N,,"Lemon shark, 1.8 m [6'] male, N. breviostris, identified by W.A. Stark II, later the same day a 6'8"" pregnant female lemon shark bit the bow of the boat","Randall in Sharks and Survival, p.351  Note: Stark's boat also rammed by shark a lemon shark several years earlier",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.16-Starck-boat.pdf
1960.05.01,1960-05-01,1960,Unprovoked,PAPUA NEW GUINEA,Madang,Taludig,,,,FATAL,Y,,,"A.M. Rapson, p.150",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.01-Taludig.pdf
1960.04.30,1960-04-30,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,,M,16,Multiple major injuries,N,15h35,"White shark, 2.1 m [7']  based on tooth pattern","M. Hely, E. Kerns, M. Levine, GSAF;  G.D. Campbell; D. Davies, pp.102-108; Tim Wallett",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.30-Hely.pdf
1960.04.24,1960-04-24,1960,Unprovoked,USA,California,"Tomales Point, Marin County",Diving,M,48,Foot & swim fin bitten ,N,14h00,"White shark, 4.9 m [16'] ","F.I. Gilbert; Follett, p. 192-198; D. Miller & R. Collier; R. Collier, pp.30-31; V.M. Coppleson (1962), p.255; H.D. Baldridge, p.71",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.24-Gilbert_Collier.pdf
1960.04.22,1960-04-22,1960,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Fishing,M,,4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT,N,,"Bronze whaler shark, 3 m [10'], 200-lb","L. Schultz & M. Malin, p.546",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.22-Nelson.pdf
1960.04.20.R,1960-04-20,1960,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,,Gaffed shark bit his ankle PROVOKED INCIDENT,N,,"Raggedtooth shark, 100-lb ","Eastern Province Herald, 4/20/1960",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.20.R-Wagener.pdf
1960.04.14,1960-04-14,1960,Provoked,BERMUDA,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Floating,M,30,"No injury, 5 sharks bumped raft",,09h00 - 09h30,Questionable incident,"G.S. Beakley, RCN; L. Schultz & M. Malin, p.557; SAF Case #886",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.14-Beakley-recheck text-March.pdf
1960.04.12,1960-04-12,1960,Unprovoked,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",Surfing,M,17,Right arm & side bruised,N,Late afternoon,"White shark, 3.7 m [12'] ","Macleay Argus (NSW), 4/14/1960; V.M. Coppleson (1962), p.245",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.12-Chandler.pdf
1960.04.10,1960-04-10,1960,Provoked,AUSTRALIA,Western Australia,Off Rottnest Island,Fishing,M,,"Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT",N,,"Sandtiger shark, 2.1 m [7'] ","V.M. Coppleson (1962), p.252",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.10-Coleman.pdf
1960.04.03.b,1960-04-03,1960,Unprovoked,AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",Fishing,M,,Minor cuts & bruises on face & neck,N,,1.5 m [5'] shark,"Sydney Morning Herald, 4/4/1960; H.D. Baldridge,p.133",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.b-Black.pdf
1960.04.03.a,1960-04-03,1960,Unprovoked,AUSTRALIA,New South Wales,Off Broughton Island near Port Stephens,,M,,Minor injuries to hand,N,12h00,"Bronze whaler shark, 3.7 m [12'] identified by G.P. Whitley based on description","G. P. Whitley; V.M. Coppleson (1962), p.252",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.a-Morris.pdf
1960.04.01,1960-04-01,1960,Provoked,AUSTRALIA,South Australia,Hog Bay,Fishing,,,Hooked shark bit stern  PROVOKED INCIDENT,N,,White shark,"The News (Adelaide), 4/1/1960",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.01-WhitrowLaunch.pdf
1960.04.00.c,1960-04-01,1960,Unprovoked,FIJI,Vanua Levu,Off the Bua coast,Fishing,F,,"FATAL, legs bitten ",Y,,,"Wellington Evening Post, 4/29/1960",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.c-woman.pdf
1960.04.00.b,1960-04-01,1960,Provoked,PHILIPPINES,Luzon Island,Bataan,Fishing,M,,"FATAL, due to drowning PROVOKED INCIDENT",Y,,,"P. Gilbert (1961); H.D. Baldridge, p.152",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.b-Balanoba-Dona.pdf
1960.04.00.a,1960-04-01,1960,Provoked,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Fishing,,,Shark rammed boat & bit transom,N,,White shark (tooth fragments recovered),"T. Wallett, p.27",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.a-SaldanhaSkiboat.pdf
1960.03.31,1960-03-31,1960,Unprovoked,USA,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",,M,42,"Ankle bitten, hand injured while striking shark",N,12h00,"1.2 m [4'], possibly  larger shark","V.M. Coppleson (1962), p.249, erroneously lists the date as 3/31/1961; H.D. Baldridge, p.142",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.03.31-Winkler.pdf
1960.03.28,1960-03-28,1960,Unprovoked,GUAM,,,Fishing,M,44,Thigh bitten,N,12h00,1.2 m [4'] shark,"V.M. Coppleson (1962), p.254; H.D. Baldridge, p.142",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.03.28-Metao.pdf
1960.02.29,1960-02-29,1960,Unprovoked,AUSTRALIA,Tasmania,Ralph Bay,Fishing,M,31,"No injury, Robertson knocked over & Hasler brushed by a shark",N,Night,Two 2.1 m [7'] sharks,Hobart Mercury 3/3/1960,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.29-Robertson-Hasler.pdf
1960.02.27.b,1960-02-27,1960,Unprovoked,NEW ZEALAND,North Island,"Mangawhai, near Wellsford",Fishing,M,22,"No injury, leg bumped by shark's tail",N,,"Bronze whaler shark,4 m [13'] ","R.D. Weeks, GSAF; Auckland Star, 2/29/1960; V.M. Coppleson (1962), pp.253-254",http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.27.b-Ross.pdf
